"","Kaye, Nikki","3,129","135","8,865","7,195","19,323","-"
"","Key, John","-","-","719","-","719","-"
"","King, Colin","5,548","372","9,423","4,276","19,619","-"
"","Lee, Melissa","6,236","373","7,461","4,205","18,275","-"
"","Lotu-liga, Peseta Sam","5,333","-","5,542","4,253","15,128","-"
"","Macindoe, Tim","2,844","-","4,197","2,969","10,011","-"
"","Mapp, Wayne","-","-","1,164","-","1,164","-"
"","McClay, Todd","5,333","1,168","12,586","4,532","23,619","-"
"","McCully, Murray","-","-","-","-","-","-"
"","Parata, Hekia","-","145","3,202","2,395","5,741","-"
"","Peachey, Allan","5,246","-","9,162","6,074","20,482","-"
"","Power, Simon","-","-","-","-","-","-"
"","Quinn, Paul","-","-","3,838","3,396","7,234","-"
"","Roy, Eric","3,846","145","6,794","3,425","14,210","-"
"","Ryall, Tony","-","-","4,369","-","4,369","-"
"","Shanks, Katrina","-","420","2,324","2,147","4,891","-"
"","Smith, Lockwood","8,333","1,226","7,928","10,063","27,550","-"
"","Smith, Nick","-","-","5,677","-","5,677","-"
"","Te Heuheu, Georgina","-","-","810","239","1,049","-"
"","Tisch, Lindsay","-","712","3,651","10,041","14,404","9,881"
"","Tolley, Anne","-","-","5,357","-","5,357","-"
"","Tremain, Chris","1,422","998","8,119","2,306","12,846","-"
"","Upston, Louise","5,045","1,016","5,216","5,754","17,031","-"
"","Wagner, Nicky","6,000","830","7,318","2,514","16,662","-"
"","Wilkinson, Kate","-","-","-","90","90","-"
"","Williamson, Maurice","-","-","625","-","625","-"
"","Wong, Pansy","-","-","491","-","491","-"
"","Woodhouse, Michael","5,400","432","7,428","3,460","16,720","-"
"","Young, Jonathan","5,724","320","8,898","1,624","16,566","-"
"Total National","","147,411","16,583","284,750","164,776","613,520","28,092"
"Independent","Carter, Chris","-","-","1,659","1,824","3,483","-"
"Total Independent","","-","-","1,659","1,824","3,483","-"
"Progressive","Anderton, Jim","4,907","160","5,836","3,123","14,025","-"
"Total Progressive","","4,907","160","5,836","3,123","14,025","-"
"United Future","Dunne, Peter","-","-","1,360","-","1,360","-"
"Total United
Future","","-","-","1,360","-","1,360","-"
