"","Sepuloni, Carmel","2,800","-","7,817","4,064","14,680","-"
"","Shearer, David","1,948","-","3,994","4,564","10,506","-"
"","Sio, Su'a, William","1,252","125","5,745","3,959","11,081","-"
"","Street, Maryan","5,180","647","11,476","3,260","20,563","-"
"","Twyford, Phil","5,985","-","7,252","2,260","15,497","-"
"Total Labour","","156,827","24,684","262,737","193,274","637,521","21,422"
"Māori","Flavell, Te, Ururoa","3,338","1,083","10,117","6,508","21,045","-"
"","Katene, Rahui","6,735","1,597","8,076","4,054","20,462","-"
"","Sharples, Pita","-","-","1,229","-","1,229","-"
"","Turia, Tariana","-","-","1,674","-","1,674","-"
"Total Māori","","10,073","2,680","21,095","10,562","44,410","-"
"National","Adams, Amy","5,111","183","5,076","3,354","13,723","-"
"","Ardern, Shane","5,217","104","2,721","807","8,850","-"
"","Auchinvole, Chris","5,162","1,064","6,651","7,244","20,122","-"
"","Bakshi, Kanwaljit Singh","1,383","409","5,177","3,630","10,598","-"
"","Bennett, David","2,783","-","2,014","4,667","9,464","-"
"","Bennett, Paula","-","-","445","525","970","-"
"","Blue, Jackie","4,435","112","7,780","5,834","18,160","-"
"","Borrows, Chester","3,815","139","2,112","4,325","10,392","-"
"","Bridges, Simon","1,809","525","7,178","4,672","14,184","-"
"","Brownlee, Gerry","-","-","2,577","-","2,577","-"
"","Calder, Cam","6,231","139","4,527","5,349","16,246","12,049"
"","Carter, David","-","-","3,826","-","3,826","-"
"","Carter, John","-","-","5,617","4,662","10,279","-"
"","Coleman, Jonathan","-","-","-","-","-","-"
"","Collins, Judith","-","-","1,643","-","1,643","-"
"","Dean, Jacqui","4,000","915","3,650","7,107","15,671","-"
"","English, Bill","-","-","1,843","-","1,843","-"
"","Finlayson, Chris","-","-","-","-","-","-"
"","Foss, Craig","5,297","561","4,325","3,932","14,115","-"
"","Gilmore, Aaron","4,646","139","5,949","4,923","15,656","-"
"","Goodhew, Jo","4,810","374","6,233","4,882","16,300","-"
"","Goudie, Sandra","4,626","530","2,468","3,874","11,498","-"
"","Groser, Tim","-","-","195","-","195","-"
"","Guy, Nathan","-","-","741","-","741","-"
"","Hayes, John","4,816","385","218","3,921","9,341","-"
"","Heatley, Philip","-","-","1,181","-","1,181","-"
"","Henare, Tau","4,659","122","8,123","5,204","18,109","-"
"","Hutchison, Paul","6,000","-","4,775","7,052","17,827","-"
"","Joyce, Steven","-","-","1,693","-","1,693","-"
"","Kaye, Nikki","1,148","-","7,912","4,976","14,035","-"
"","Key, John","-","-","1,492","-","1,492","-"
"","King, Colin","5,269","417","7,789","4,607","18,082","-"
"","Lee, Melissa","6,440","-","4,243","4,244","14,926","-"
"","Lotu-liga, Peseta Sam","6,000","-","6,680","3,195","15,875","-"
"","Macindoe, Tim","2,087","-","2,992","2,025","7,104","10,406"
"","Mapp, Wayne","-","-","448","-","448","-"
"","McClay, Todd","3,450","145","4,029","4,008","11,632","-"
"","McCully, Murray","-","-","-","-","-","-"
"","Parata, Hekia","-","-","626","107","733","-"
"","Peachey, Allan","5,218","117","4,970","3,431","13,736","-"
"","Power, Simon","-","-","4,418","-","4,418","-"
"","Quinn, Paul","-","-","2,437","2,429","4,866","-"
"","Ross, Jami-Lee","-","-","1,517","176","1,694","-"
"","Roy, Eric","2,510","275","5,116","3,988","11,889","-"
"","Ryall, Tony","-","-","777","-","777","-"
"","Shanks, Katrina","-","-","536","913","1,449","-"
"","Smith, Lockwood","9,375","-","6,705","11,900","27,980","-"
"","Smith, Nick","-","-","7,201","100","7,301","-"
"","Te Heuheu, Georgina","-","-","411","-","411","-"
"","Tisch, Lindsay","-","-","3,292","10,519","13,812","10,593"
"","Tolley, Anne","-","-","1,925","-","1,925","-"
"","Tremain, Chris","2,365","-","3,057","3,371","8,793","-"
"","Upston, Louise","6,110","530","7,862","5,728","20,230","-"
"","Wagner, Nicky","5,739","417","3,195","991","10,342","-"
"","Wilkinson, Kate","-","-","-","-","-","-"
"","Williamson, Maurice","-","-","-","-","-","-"
"","Woodhouse, Michael","6,288","-","8,529","3,111","17,928","-"
"","Young, Jonathan","3,450","-","4,398","1,151","8,999","-"
"Total National","","140,249","7,603","201,295","156,935","506,083","33,049"
"Progressive","Anderton, Jim","5,724","626","4,458","2,873","13,682","-"
"Total Progressive","","5,724","626","4,458","2,873","13,682","-"
"United Future","Dunne, Peter","-","-","441","-","441","-"
"Total United Future","","-","-","441","-","441","-"
"Independent","Carter, Chris","5,652","-","6,426","5,385","17,463","-"
"","Harawira, Hone","2,226","5,441","20,673","14,631","42,971","-"
"Total  Independent","","7,878","5,441","27,099","20,016","60,434","-"
